"STATE_NAME","dust_devil_count","flash_flood_count","flood_count","funnel_cloud_count","hail_count","thunderstorm_wind_count","geom"
"ALABAMA","4","1525","375","90","6879","14925","0106000020E6100000010000000103000000010000008F000000725274FB7B4455C055760E600FFB3F40BE04439F5E4755C082AF71F64CE83F400DDC5D22AD4855C05BBE83B3D9DA3F40CD1BFC7F6B4855C08ABBC50EA8C83F405A85BCA0544855C00FF500EF62C73F4008A6E1DD604755C0FE3DCAEE47BB3F40B735FD5B984755C0BB2DB5EE64B53F40D884BBFC1D4755C0AABCD1812AAF3F4004F77754CB4355C0BA15163F0B9F3F40286004F2BB4255C018EEFC75EC8D3F404A508C91BB4255C081910D7608853F40E9C4D7753E4455C00E57F9FDE0793F4030609614EE4355C030C55150CF703F40A571A3D8A04555C009E61F12035E3F40D12A7AB7484555C0EA2049DD13553F40B4D414D8324555C000BC9BAC964D3F40C3A49C789D4655C03F7E62DA7C453F404EEA9798FD4555C06C21878B213A3F4041F21CDA964655C0D919E98069323F4035D8BCBAF94555C09226200B162C3F40D40E75F6644455C0C625E1B590293F40F4A9EBB56F4255C06DEF594970203F40872F5A73164155C06F1D899681143F4089FB66551A4055C02E7AD42352003F40BD698A680A5F55C0B9B7F89F41003F4077B0E668245F55C0D7D0A36D41003F4095394D60098255C050A89DB34AFE3E40B14DAC4E9D8B55C0C797C516C7FE3E40FB942822929855C064282D75D5FD3E40CC3AD025EBAC55C08AD70CFB82FF3E40F6571F0EE1B155C0CB9AFE7789FF3E406823738370CA55C06937A6EBCE003F40707AA7234FE655C00A730E62AC003F4001F5AE62C0E555C07DD89D0651F43E40AFEE50A70BE855C044C13DAC7CE03E40C003EA276BE755C0D02B33F329D93E4058D6807EAEE255C04E39B35423C93E40E8233CDEB3E155C06FCB27219DBF3E40AC3935F072DD55C097B99476AFB43E404DE9F129CFDA55C03890FD045CB13E4068B27B6783D955C0215CEB0D03AB3E40308C3C852BD955C0EA3E0FC4BE9E3E40D9B8782603DB55C018213C59768E3E40E8DB08AB80DC55C0B307012209883E408A0CCAE2CDDA55C041DCEAB6507B3E4060310EA3EFD955C0A9ADCE74BB703E4008B95228DADD55C0DD92E2B2165C3E405A80FAB79AE555C035D848A7BA513E40AE88215AFAE555C0A4478F3A46473E400A8CF7B0E6F255C01AE8E1ECE23B3E4018F195F2290056C07C99BB7ECD3B3E40239AD28EEAF155C0103095A0CB453E40638807EF7AF055C0D85989F1A64C3E401CCB0760D2F955C03812F613DA6B3E4089B286E774FA55C0CBBB1DF0059F3E403ED83F3A440156C0F76F594283BE3E40786D8700AF0856C03F628F0250563E4069B4CA39801456C0BA11F5C47F673E405A8DB5C9B01956C02A551AC8BF643E409B6AF518B41A56C0744E237888BC3E40FF6A4000781B56C04EB924922D003F4038917FE2CF1B56C002B512F3F11E3F4025CEFEF5D91C56C042C67C9E846F3F40A9736027C41D56C0F1090A5AC6B33F40B87CA2D9441E56C08734A4668DE33F40E079B1AC031C56C052EE6916271D40402A05422E401B56C0AC69EBA9942740400E4B4D8C341956C06A8A49DA4C4A40407562ED4E461656C0906E5C7B5E764040383CC5D0B91556C034263D50667E404088A4A952821356C0ECCE867DFAA4404015A153D2921156C02E546371F7C440402B20736EE20F56C0B3A746A811DF40404D41B51FF80C56C09A944B529107414014F17923C20C56C07F66D4CF930B41402D620B2DBA0A56C0F6EB21A97D2941401B5AD02EAE0956C0FA82D3138E3B4140A78A6DCCBA0856C06799CBBC4D4A41403C4B763BCA0556C0E7309DFBA37241400B3A27FEF70656C08645591D3173414085BC0AA3280956C0BD9FB479147741401DBAC8626A0C56C02CEB7DED91804140318E10437A0C56C0E1C753D2BB814140A02E11E81BFF55C0EC9592610D8241409EBFA969E6E655C04FCC4795598141402AC619C541CE55C03A1EBCB9F08041407FD6572049CD55C0451457D8048141401A2564CA56B555C030E76689C67F41408BFA2B6312B255C0868C572AA07F414070AB6A0C099455C0FA02121E657F4140DDC16C8C6C9355C087634B606B7F4140D86881FDA67755C02DBF6173067F41402E9F8534F96655C0350BACB4BD7E4140E1DEA8D3506555C0AF423F94606E41403FC3F365386255C0E08BD5B2AD4F414045ADCE44A76155C01C2049F8D64A41406D72D340C26055C040F27022F24241401F889154755D55C0C497E601242541403FAFCA09A95A55C04B15D234200B41402D36A2C6535955C062853DB0DBFA404071D407A4935855C0BC493174E4F340400826C358755555C0F0BB5387D4D3404085A8FDCB845355C06603C3CBCBBE4040B5998708CE5255C03FAB701583B64040C1AD5E56F74E55C042B389D98A904040963BB9B7F14E55C0D973FBB9608F4040F1BD94E7904B55C027958294976F404021CFE324634A55C0DBFF965E5A674040E93B8EA1324855C074219F0A776340406C24E1FD874855C095F90FF1CE60404056AFCF1EFE4755C0291031F4475F4040B6FF299E494755C00C777178005E40400AE71B1AE54655C0D82EA40351584040957CCF58CA4555C0D62314298C564040BF877EB6A44655C0C098CB30AD524040CC2B4156864555C0248D161871504040A3B3A4B3624555C01A1C2E3F2F4D4040D6CAD390874455C0173D9182664A4040286A52C4B83F55C09CC0923E6C424040D5612B22593F55C016A8E813383A4040EF9852DFC83D55C0BAB7B43AF836404064C1F43E243E55C0575951BFCA324040166C4EDF013F55C030C16F468C31404056C629BB2F3E55C0B0A6096C8D2F4040B648403F224055C0F87F49106D2C4040DB472F5D574055C05F651615302A4040465DEFD4F23A55C06BEF61868525404081BD182E413955C06EE891EB65224040FA490A90373955C094B2DDB02C2140402A4B6B70F13955C03D80116EF11F4040410BAE8F1D3B55C040EA5774AA1F40407E8965D09F3A55C0A755B055411D4040D6AF5A6F6A3B55C0EE48FEB6E61B40409F291E98723E55C06BF844F42A1B4040EF78CDF3763D55C0CF33C11B911840406964C739804055C0E4916B7CE5164040030CAD7A8F4155C00221CB824815404039C9157C694355C0D23526A735104040838A79BBF44255C089978575A20B404014F7723DA04355C0B88B361BEA0840402370F2F9F74355C0CA8F48BD66064040E75831FAA04355C0A920736339024040725274FB7B4455C055760E600FFB3F40"
"ARKANSAS","3","2228","1308","127","9961","13468","0106000020E61000000100000001030000000100000051010000BDCB99598C9D57C0109E779B2F19414028ABD8CBF79C57C0AB5CC24F144141407CE332A18A9C57C0CD082C6A285E414095E936DB1D9C57C0381B886EEE7641400A758F666D9B57C04F4C671A45B3414041C1B3A9FB9D57C0B66FF32E0FD24140E6994E90199F57C01C2893D951E141405E5CFCF6B6A257C012F9F6C7AC0D4240C7EB423566A357C0CEBDC22A0F15424006B1BD83E0A657C03902A800493D4240378BB22481A757C0684E3A21A53E42400A45EBF52F8557C098FBE2E2D93E4240CFA4C19CE17657C05E39CA51B13E424032A69D392C6657C07169A1F4B63E4240282421A0035557C034F560E2C03E4240FF3E6E5C075357C0401798A5CE3E42408BC5A0AD8B3657C02D9FDF87B43E424023F4C6C6C43157C0CD8058C6B73E4240A06FE4A7792157C0B62ADC82D63E424043F68C4B5D0957C08D950ABAEE3E42407CE5884A2B0857C050C39A5AE73E42404CE4245F11EC56C0B4148EB0D93E4240496FC1C6FDDC56C05A9029AFC63E4240FF6FCADE5ADA56C04D39CF68DC3E42408CC75DBD92C856C010AE9049773E4240301FECD97BB356C0103E533FA03E4240EF35081A3BA556C0F6031CD2D93E4240928D2DC55D8E56C0EC435471143F4240A1C019D99D8956C0049AD0B4F53E42408BDA1AB5CA8856C01A7EDD958E3A42402F434F35828756C0998F93351B3A42400D801375EE8756C0424AE09E1836424006C22BB47B8756C01ADEF143D63342406CA5582E238556C0EDEA47A7DF3242407E3C7D8B568356C04EF8478AF93042404AF5B109388356C0779AB7EA6B2E424069EF30AD558456C05784218EA62942400C2342AA308356C02A76B9F977264240820A93693C8456C0B67FC1FBDB2242408D85F2700A8756C0E675D21608214240D122D16F678856C064516340271B42404822D076548A56C0552D238137194240ADAB1F5C098E56C05535D1C8181642402F23455EDE8E56C084E4B0A3A2144240537EC33E098F56C0AE3D8F4E8E114240EE0BC41EE29056C0FDDEEDCC350F42407E76DD003B9256C03E15AD2ED80E42403439CE842E9456C0DC0D5297BD0B4240B689708E429856C07E59440FADFE4140DA50DAC0259256C0BAA52892E0FE414042377890A67D56C087C773B19AFF414048DCCB90326E56C0BE86FC67FEFF41405096B351A56D56C05D22A2E8B2FB414051B4AF6B836A56C085A823EC0CF84140365453884F6956C0D2E662CDF9F44140DCE44C09906956C00F6841777AF24140E8B77BE88A6A56C0D42F4B515FF14140A8EE7BAEBE6D56C010AF9B13ACF44140114368503C6F56C0800D289521F5414031ED2ED5D47056C06C9F7D34CDF24140EB2A04F70B7156C0656E48B92CF14140616794B37F7056C08CD02D188DEF4140CB75EDACE56C56C0792DE05ECAEB414067F266AEDB6C56C0F1201F7BEEE941401A2A9CF01A6F56C04AE9FB854FE7414014A050D4A17056C034A6E6C0A3E841409BD37DF7967256C0B82C4AE51EE74140F67BA7F9327356C0916B33461CE341408E21AD9AEF7456C072C0BC8611E14140D7FCDE81097756C0EC86584AC7DF4140EAB22A483B7A56C09C61A508A1E04140A234CA2BDF7C56C0372F5E07FFDD4140D607188EEF7C56C0C4CD184F35DB4140B8C8474A827B56C03300B77392D6414012DD45E52E7956C0C4CE4D75F9D341401214A081607756C094656F7531D6414070B2D27FDE7656C0E091C9F5E7D5414063BFDE9F5A7656C0C80D283C99D24140B4CEAC804A7756C020160F1E9ED041404098FC63297856C003E8C5B813D14140B90EF2AB417D56C0E2AEC31C35CD414050C155CF517D56C0C0E75E0012CA41408BD64DE8FD7A56C010D665EDE7C54140A48FE9C8997B56C028754A8AC0C341403A76400AA67C56C0CA11722874C34140A893924F977D56C0386D6ECF24C44140EBC8CAD2567F56C0BC83E6A1E7C7414045F368F81E8256C0936E002BB8C64140B304E4999F8256C0365A30AD7EC54140C9C9AD97AE8256C0C001C94C9AC14140DD74C051FA7F56C0FA31445E07B94140D96EC9F8FF8256C0BDB73A6566B54140EFF8385ADD8356C02A991962EDB44140F5F2EADCBC8456C08B7A4F839AB64140B28658BDCB8456C0620F8C7778BC41405EE747BC448556C035B3F49538BD414055DA1702888656C00688979BA0BC4140EAE253A4CA8856C0CA19A55BA7B841409BF913AB0E8B56C02E947B1F3FB641409EB4C20ABF8A56C054C83B0832B14140893E4106FA8856C0B80C686A0AB14140E9AC80E67B8856C05013AD082FB44140FAC75080308756C0CA9E57A179B54140777397BD748556C01A7502FF8CB54140F419571CD68456C0469A16E80BB44140174C891D958556C0FCAD1D0DD8B04140806AA201C48656C09C87964BDBAE4140ACFC0CA1528656C0CF6342303FAC4140383D81E2CF8656C0F6B3F0754AA841405CF707A70D8A56C09D36B3DD35A74140836DC4A9DE8A56C040593DFC2DA4414005815AE9BD8956C056F4E183CFA14140B58A0144C98656C0506346A2C8A1414091C66CC2C58556C00C61510293A041408B1C735E6B8456C02485E8E43D9B4140B35FEC7DB28456C0EC4C72E9909841409F40735D008456C08431806E609541402F89A7DE228456C079069970E0924140C7368423508556C0AA2F6D9904904140E45D8F66348956C0DC63FAF87C914140C1866549888A56C0C514A51E9A9041408761968C6B8B56C0E05B7A23EB8D414021DBBFC8D38A56C0E1BFF742F98941400D2CAD0E888C56C0E709102C3F854140C909AE97AE9256C094EA53EE3686414017D5F1768C9356C064573ED519804140699B6EB72C9356C0F1817BFD417D4140C44FDD8FE38F56C06014A9E494794140B75362D17C8F56C03F93EE2931784140ED1732518C8F56C02834C2ABDD75414042BF4252139156C035AF0F10C47241409FCDDBB6F79256C061281C2DFF704140135B94B72B9356C0110B1733BA6E4140A3A3C8384E9356C0D51512380A6D4140B0FFD2B9AA9456C0464AE2B4D86C414084AF127CDB9556C08D34D2932A6E4140AF6CD2A1DB9956C0FE2ACF52AA6B4140042B21C5089B56C0B48EB7F28A6A414021CCB7E4C09B56C0F119F611F06A4140BD33D363639B56C04A7160ECB56F4140D1AEDB460B9C56C0A2185A89717141404B3A46CA1E9E56C0568C7046C57041408EBB366C639E56C0B251E627CD6D41409A7A8EA7ED9C56C030D307EFA3694140F9F8A42BE09D56C001A28A945E664140574CA6E9BB9C56C012D80683636141407E98A6E7E59C56C08D7CBDE5E25E4140741BF90D1B9F56C0E25EFF260C5D4140356B6E0F4AA056C02F7AFB246F5D4140791024B217A156C09DBD72E0CD5F4140AFE201EFEC9F56C09405AB7F086241403B0E18AE16A056C0745A86781C654140399E9A8E08A156C0BA077C302167414060EDEA51C0A156C04F6447955967414047F46DF60FA356C018A1FEF32C654140B9B6A0F322A256C084EB4F214F5B414046A2ECF0DFA056C044C71EA7E05941403DF799CB159E56C08B099E48285A41409C272F4AD89D56C076BCFFB10856414072FF330D92A056C009366E6FAF5141403F3F0D1480A256C061DB5E1089514140BE54C3B30CA356C0E48FE7AA715341400FB049B381A256C053DB5E66D0574140D4DE3215EAA356C001EA9E42A6594140E1FBE2F914A556C0AF597AABA65241407371635AA3A556C070CC32905F50414057444A5AF9A456C06A829F926B4D4140D93B3252F7A156C043324DDC22474140C517325362A256C00A2543208F454140B911A9D735A456C00C89E99B2C444140E730EF1826A556C083ED15FD99424140489AA71AC5A556C0042B3FE5903F4140990ACCB1C4A456C02706174A1E3A41404EAE7E1312A556C0BB7D4EEE6F3741404D893234A6A656C0C5D4D651CD334140F49022F611AA56C073E5FB8ED92E4140DFE346551BAA56C00C69CA16412A4140A27216F37BAB56C02F220FD3B6284140D41C187620AC56C06EA756EEFD2841406837397999AB56C04EEF934F872E41405152AA7A01AC56C04D51838761304140DFD3EAC558B056C08520BA85A62F414067D0D405C4B056C0E8875227982E4140FA56F3FDDCAF56C0B251936FAE284140DB468FF988B056C036C01FF0B823414052D8F080BAB256C053BA1E69682641400D0568209EB356C08AB3116C54264140A920CB80BBB456C00A04F94B832341409E2259BE36B556C0A62091D2641D4140311C2EE243B756C0B1B5ECF3101C4140B0C32F496DBB56C056DAD1C60920414072AA8EA9C3BB56C07A9266480D1E4140BD569466FBBA56C0B60965523B1A4140C2DF9D7AACB456C00219213B67184140FEDD00F8AFB356C07394F99B481541403F8A5DD90DB556C0DD6A48BE0A1341406BF77B9930B656C09FA15F3DE612414025D7732675BB56C0B42581CCC61741400AA04C6905BD56C01F211CCEF413414036A054884FBC56C02357465A221041401367D2C102BA56C0C20B4A5D2A0D4140383D8CB973B756C019695983EF0C41401AA4F599BBB856C0D3D93689390541401EA71742D6BC56C0BC6A5CC3040441405F7AE0624DBE56C0BEAC1DDE6B0141404EE19BA56CBE56C0EA2A71C452FF40400F06FCE084BD56C0C762DC424FFD4040399686E0C0BD56C0067DAD47D9FB40401FC475C429BF56C056A26089FFFA404083DCAE0806C056C0F217B321F7FB4040DEB4CB289EC056C0FA5B4F1BCDFE40402ED070ADFEC156C03DD0B8DE2EFE4040C2F691B077C456C0BE56C534CB004140E6D80B93B1C556C0E674092E4EFF4040D9D0B930DAC456C03B944596C4FC40402F0BCB4930C156C0655F9864DCF740405245FD4AEFC356C08EB3340700EF4040885985E983C356C05C538B2DFCEB4040FD9A9C84DAC156C00EC3387989E840404E3604FF63BF56C0F2F585DF45E64040EAF9AE40FCBE56C0201E2AA389E44040D70B82FFB5BF56C08E9542C4C5E24040274E93C32FC156C0D8F7C67BCDE14040C128BCE7C8C256C00238995C84E24040773B658A41C456C0313EAA77B0E44040DAB14DF1C0C656C056AAC6EF65E3404010DAAC33C6C856C074890771DDE3404014540AF326C956C0CF33688CCEE24040F60FB3D0D6C856C0DBB6633896DC40405C18157142C856C05E08A4D934DB40408BA0880CB3C656C03051C4FEAADA4040FCEFC4C89AC356C09270A48117DC4040AE5704E27DC256C01A26342551DA4040BD7344A16DC256C02854594577D74040B16834475EC556C015A15D44D3D4404033E7A90EC1C756C0D953F2E2BCD640401F3C975475CA56C027FE5254F5DB404075BA04FD8DCD56C083DDD6F2C2DA4040006916BEC6CD56C03A1FDA316DD84040B08F1B9B25CD56C0A0D75A57C4D54040ACF50F94E3C956C017F47CE18DD140400B26A512A6C956C0902D3D03E2CE4040EC2118B2C2CA56C05F742BD0E6C94040F76534D606CC56C04060C7CB92C94040A2ADAE9984CE56C0C50BC98798CB40401D528E5893CE56C04C1298283AC74040C5342098ABCD56C03C3B80AD0AC54040B22D95D411CD56C025D24572F1C4404041F27492B5CB56C0EA1AEBD800C34040C72629948DCB56C010F7445B8DC140402F3D6BD44BCD56C03156C8FC9BBC4040C08018778BCE56C003CE6B1AD3BA4040CAE7A0DAE8CE56C07891CE7CC6B840401BBE62F1A3CB56C04691DDC147B94040EA13616EFFCA56C05CBBE6BCBEBB40408D8C6C9227CB56C0F9755CD892C040407F4670CE90CA56C04E46B9B885C14040000C850840C856C06CB4E39824BF404057012EC89EC756C02EB5FEFD21BC40404615E126ABC756C0DE8E7225FAB94040AAC2232A5CC856C0AC48D708BCB84040F0463674BBCC56C080D468830BB64040096E6FD412CD56C0688E9A870BB54040087C7D91D8CB56C078E85B4C2BB240401D1232C9D0C856C05C2C3091CAB14040785B53E759C656C03C4361281FB54040679272857FC556C03A263EA542BB4040B7FF0642BAC456C0A8E4B062B0BB4040B279D2DEE8C356C072AE4363E5BA4040249C949EF1C356C0C87677E748B740404D74C0030BC556C0E566ED8E84B44040847E3AE5D9C656C0F623CEF05EB24040338343A85AC856C01B1B94B204AE404085742C2814C956C076D579B947A940402D4260E5D8C756C038BD0D4062A240400F7D04C597C656C02F324006EA9F4040DE4B0740E4C456C01A3E85DD6FA54040202BBEBD73C356C03AD874BE97A540401C01191D98C256C006DF01E619A440403CDDB25F7FC356C09CC2B6A9799F4040DB5E8522E5C556C03222E98CE79C404055D6180288C556C0DC8DDB59B39440404D9F2C4324C656C0999FD41696924040389D11A5C5C756C0C9447DD8CA904040AB9E300C60CB56C0EC0DC29440934040C77B91ED84CC56C0122976B3FE914040B7D6758C33CC56C0D088C719828E4040877A0CC866C956C0FE11827E9E8B4040BB8D3BA58BC756C006A5D4A368884040D528F224F1C756C022D1140D118640402F94E1EA08CA56C0A3A600EB30854040E875274A4ACA56C071C17B6FCB824040B34C412962CA56C0C806DD4DAF814040FFB9A7734DD056C04D5976B0BD8140404DE11E865EDB56C0B243B3DABB814040D913850A16DD56C06ED720BBCA81404057FD056C0F0457C09FC1C3A34C8140402A770233E72D57C05468C6CA278240407C62AAC2A73E57C0FE716DD056824040AC1439FDE14E57C0A6F148E47A824040F8F86716A95E57C00C3EF570C1824040F4365238C36057C0C8AE4D8BB982404011EF05EAD57357C0251BADCBE8824040DEDBA3D97D8257C08646FB80FF824040BD2B6626598257C092D134379EA24040199FACBA4F8257C0BC1145222CC74040249C979EF18357C0454C0220E6C940405B67B7E38E8557C054193AFBC2CA4040652B7F44548657C093B606025CC9404041CD426CF18957C03668CC379AC8404093BD7BB1388A57C0EC0EF8BA04CC40407552A196278D57C0873469D8E7CA4040704AE156828D57C0CD283E1870C740405322387C138F57C04B26065BE4C740408C6E7378498E57C0BEBD1ED1FCCA4040E29A5F1B328F57C0AAA5F575D8CB40409B5AA960959157C0FD5C22F1EAC74040447FE5016D9157C080F43550D8CA4040930E5F1FDE9157C05BAFC52C73CB4040B3A3C721239357C0D8AEC4883CCA40400EC315825D9357C06C64A68E4DC740401A347E850D9557C0B485196660C94040AB8702CCBD9757C098A93F631EC6404083B19F4D4F9957C082D717E3BBC74040EC9DFC2CD79757C0AE45E6DD50C94040BB17C0AABB9757C0F41BE85F8ACB4040537A6BAF469857C0706A18FCF5CB4040D248F00E319957C05B3788229CC9404039829E8E089A57C0BECC1CDE6BC9404016FE7C556F9B57C0900E3FF672CC4040E6FE3BD5629C57C0CAF8B3165ECC40409D816297E99C57C0213D8E165FCD40401F30E235F09B57C0AF69FD96F8CE4040025D7858E99B57C0EDF3B4D77AD14040BD2B291C829E57C06A33BE0AE8D04040FAEF214DFD9D57C086FDC75A3BF84040BDCB99598C9D57C0109E779B2F194140"
"DELAWARE","0","121","116","14","128","834","0106000020E610000001000000010300000001000000250000004A4C3BB040ED52C0C21C5F275F47434097CC4D4F7CED52C0D2B3103C28534340B6D8DAAF5FEE52C01F99AAB9466A43409C8FA5352AF052C08D1543ED21924340D1E2475BB9F052C016A6FC04BA9F4340DCCF5B9BEAF052C0A8CB16FFE1A543404EA2653C6EF152C0F23EC6050AB14340242DD949A1F252C01E042DA7A7DC43407017896898F152C0CCCCC221BEDC4340BAA7A0C8B7EF52C0D3A2AAE230E34340EA5DE72177EC52C0D44036BF04E9434005B8BA3337E952C00EEC799F4DEB434027796D2257E552C090C7050889EB4340F63B474114DE52C086AED54DCCE943403C8BBBF3E8DA52C0675A3E1645E64340E447912E5ADA52C0567CFF3117E54340051BA4925EDB52C0BF73837A9DE343401AA6831977DD52C0A841A3DBB5E1434031A4709A62DE52C0A045E85CF4DE43404748C55C76DE52C00EDA75B92BDC43407B012E5E50DF52C0004C987A80DB4340F58F3A5F10E752C07ABAD7AE73CE43406583E75802E452C012F9AB0F8EC84340E2F59CE0BFE552C084C9886E60BB434087B8D751F9E052C0FB70028AFBAE4340BE05085FBCD952C03F03C4F6FDA04340EA624F7B6ED952C031BD56F55C8943402D2E6F6AC4D452C0D55D4394998143406A0566A8AED352C098BB8B5317794340AD33D35132CC52C0B5A3342E866743405ACA1AFA4BC552C0C077EAEB63664340D926D97DEBC252C0843BFB918C394340519705DF58C452C0BAFFCA119C39434027A02D25EFC552C028056F0FAC3943405369D1D063D652C0E2B5D100483A4340D6A9242DB9EC52C01133478F493B43404A4C3BB040ED52C0C21C5F275F474340"
"DISTRICT OF COLUMBIA","0","1","2","0","0","20","0106000020E6100000010000000103000000010000000C000000C28AF4ED814053C040B894C1BB7B4340C63A6A414C3A53C0161708CFEE714340060B5EB1E34253C06A9916DDE4644340ADAF458F3C4253C00CDED714326843400FE90A73DF4253C0B7C672502C6A434003057E11914253C03853F6D4546B4340289EA6537B4253C0AA2529D2676E4340AFDA5A55534453C0B4A81F686F71434009AAF096084553C0B0D9AB0736754340A0D6F139D44753C0B6BA286451774340E6CCFD92B14253C07054085D2C7F4340C28AF4ED814053C040B894C1BB7B4340"
